07/05-11:42:57.616982, 2958, UDP, raw, 151, C2S, fe80::6d07:ea13:6f73:ed41:546, ff02::1:2:547, 301:1:1, allow
07/05-13:52:34.785675, 8135201, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50912, 301:1:1, allow
07/05-13:52:34.785728, 8135206, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50914, 301:1:1, allow
07/05-13:52:34.788690, 8135237, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50920, 301:1:1, allow
07/05-13:52:34.789679, 8135247, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50922, 301:1:1, allow
07/05-13:52:34.791671, 8135283, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50926, 301:1:1, allow
07/05-13:52:34.793708, 8135309, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50930, 301:1:1, allow
07/05-13:52:34.796648, 8135344, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50934, 301:1:1, allow
07/05-13:52:34.796657, 8135349, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50936, 301:1:1, allow
07/05-13:52:34.800685, 8135391, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50944, 301:1:1, allow
07/05-13:52:34.803679, 8135441, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50946, 301:1:1, allow
07/05-13:52:34.805644, 8135468, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50950, 301:1:1, allow
07/05-13:52:34.807705, 8135491, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50956, 301:1:1, allow
07/05-13:52:34.809689, 8135519, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50958, 301:1:1, allow
07/05-13:52:34.809693, 8135520, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50960, 301:1:1, allow
07/05-13:52:34.812646, 8135558, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50964, 301:1:1, allow
07/05-13:52:34.813701, 8135572, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50968, 301:1:1, allow
07/05-13:52:34.816662, 8135603, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50972, 301:1:1, allow
07/05-13:52:34.817709, 8135616, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50974, 301:1:1, allow
07/05-13:52:34.818736, 8135625, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50976, 301:1:1, allow
07/05-13:52:34.819661, 8135641, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50978, 301:1:1, allow
07/05-13:52:34.819667, 8135642, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50980, 301:1:1, allow
07/05-13:52:34.822700, 8135688, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48598, 301:1:1, allow
07/05-13:52:34.823668, 8135708, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50986, 301:1:1, allow
07/05-13:52:34.825691, 8135737, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50990, 301:1:1, allow
07/05-13:52:34.826670, 8135749, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50992, 301:1:1, allow
07/05-13:52:34.828663, 8135777, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50994, 301:1:1, allow
07/05-13:52:34.828664, 8135778, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:50996, 301:1:1, allow
07/05-13:52:34.833717, 8135847, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51006, 301:1:1, allow
07/05-13:52:34.840685, 8135949, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51018, 301:1:1, allow
07/05-13:52:34.846709, 8136026, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51028, 301:1:1, allow
07/05-13:52:34.848664, 8136054, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51030, 301:1:1, allow
07/05-13:52:34.850711, 8136085, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51036, 301:1:1, allow
07/05-13:52:34.853666, 8136118, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51042, 301:1:1, allow
07/05-13:52:34.854710, 8136129, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51044, 301:1:1, allow
07/05-13:52:34.855703, 8136139, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51046, 301:1:1, allow
07/05-13:52:34.869680, 8136326, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51070, 301:1:1, allow
07/05-13:52:34.871646, 8136352, TCP, raw, 60, C2S, 172.16.0.1:51074, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.878673, 8136440, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51090, 301:1:1, allow
07/05-13:52:34.880638, 8136465, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51092, 301:1:1, allow
07/05-13:52:34.885706, 8136542, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51102, 301:1:1, allow
07/05-13:52:34.890697, 8136601, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51110, 301:1:1, allow
07/05-13:52:34.899706, 8136711, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51128, 301:1:1, allow
07/05-13:52:34.902750, 8136753, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51134, 301:1:1, allow
07/05-13:52:34.904684, 8136781, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51138, 301:1:1, allow
07/05-13:52:34.906709, 8136804, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51140, 301:1:1, allow
07/05-13:52:34.911705, 8136870, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51152, 301:1:1, allow
07/05-13:52:34.912685, 8136881, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51154, 301:1:1, allow
07/05-13:52:34.914688, 8136903, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51156, 301:1:1, allow
07/05-13:52:34.917658, 8136942, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51162, 301:1:1, allow
07/05-13:52:34.918720, 8136966, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48622, 301:1:1, allow
07/05-13:52:34.920685, 8136991, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51168, 301:1:1, allow
07/05-13:52:34.920701, 8136992, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51166, 301:1:1, allow
07/05-13:52:34.920702, 8136993, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51170, 301:1:1, allow
07/05-13:52:34.922652, 8137018, TCP, raw, 60, C2S, 172.16.0.1:51172, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:34.923654, 8137033, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51174, 301:1:1, allow
07/05-13:52:34.924686, 8137045, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51176, 301:1:1, allow
07/05-13:52:34.927706, 8137081, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51180, 301:1:1, allow
07/05-13:52:34.929647, 8137111, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51184, 301:1:1, allow
07/05-13:52:34.932688, 8137155, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51190, 301:1:1, allow
07/05-13:52:34.934682, 8137179, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48628, 301:1:1, allow
07/05-13:52:34.934696, 8137180, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51192, 301:1:1, allow
07/05-13:52:34.937644, 8137216, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51198, 301:1:1, allow
07/05-13:52:34.943672, 8137291, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51210, 301:1:1, allow
07/05-13:52:34.944698, 8137301, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51214, 301:1:1, allow
07/05-13:52:34.944703, 8137303, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51212, 301:1:1, allow
07/05-13:52:34.946726, 8137336, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51218, 301:1:1, allow
07/05-13:52:34.948687, 8137358, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51220, 301:1:1, allow
07/05-13:52:34.949728, 8137376, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51222, 301:1:1, allow
07/05-13:52:34.954665, 8137439, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51232, 301:1:1, allow
07/05-13:52:34.954669, 8137440, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51230, 301:1:1, allow
07/05-13:52:34.956668, 8137463, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51234, 301:1:1, allow
07/05-13:52:34.962655, 8137539, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51246, 301:1:1, allow
07/05-13:52:34.966668, 8137591, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48636, 301:1:1, allow
07/05-13:52:34.966686, 8137592, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48632, 301:1:1, allow
07/05-13:52:34.982701, 8137808, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48638, 301:1:1, allow
07/05-13:52:34.990732, 8137907, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51298, 301:1:1, allow
07/05-13:52:34.992700, 8137931, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51304, 301:1:1, allow
07/05-13:52:34.994708, 8137969, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51306, 301:1:1, allow
07/05-13:52:34.994712, 8137970, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51308, 301:1:1, allow
07/05-13:52:34.999652, 8138024, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51314, 301:1:1, allow
07/05-13:52:34.999657, 8138025, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51316, 301:1:1, allow
07/05-13:52:34.999672, 8138026, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51318, 301:1:1, allow
07/05-13:52:35.005707, 8138099, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51326, 301:1:1, allow
07/05-13:52:35.005727, 8138100, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51328, 301:1:1, allow
07/05-13:52:35.007713, 8138138, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51332, 301:1:1, allow
07/05-13:52:35.012711, 8138207, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51342, 301:1:1, allow
07/05-13:52:35.012711, 8138208, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51340, 301:1:1, allow
07/05-13:52:35.017682, 8138282, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51350, 301:1:1, allow
07/05-13:52:35.019688, 8138303, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51352, 301:1:1, allow
07/05-13:52:35.019694, 8138304, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51354, 301:1:1, allow
07/05-13:52:35.020663, 8138319, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51356, 301:1:1, allow
07/05-13:52:35.024647, 8138361, TCP, raw, 60, C2S, 172.16.0.1:51362, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:35.024697, 8138367, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51364, 301:1:1, allow
07/05-13:52:35.026651, 8138387, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51366, 301:1:1, allow
07/05-13:52:35.029700, 8138431, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51372, 301:1:1, allow
07/05-13:52:35.031711, 8138473, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51376, 301:1:1, allow
07/05-13:52:35.032695, 8138483, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51378, 301:1:1, allow
07/05-13:52:35.033721, 8138502, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51380, 301:1:1, allow
07/05-13:52:35.033735, 8138503, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51382, 301:1:1, allow
07/05-13:52:35.035733, 8138526, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51384, 301:1:1, allow
07/05-13:52:35.042664, 8138624, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51396, 301:1:1, allow
07/05-13:52:35.047658, 8138690, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51404, 301:1:1, allow
07/05-13:52:35.048736, 8138704, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51408, 301:1:1, allow
07/05-13:52:35.057688, 8138825, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51424, 301:1:1, allow
07/05-13:52:35.061702, 8138875, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51428, 301:1:1, allow
07/05-13:52:35.061715, 8138876, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51430, 301:1:1, allow
07/05-13:52:35.062651, 8138890, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:43650, 301:1:1, allow
07/05-13:52:35.062667, 8138891, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:43648, 301:1:1, allow
07/05-13:52:35.066686, 8138940, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51440, 301:1:1, allow
07/05-13:52:35.069651, 8138981, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51446, 301:1:1, allow
07/05-13:52:35.071668, 8139006, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51448, 301:1:1, allow
07/05-13:52:35.075648, 8139073, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51456, 301:1:1, allow
07/05-13:52:35.075652, 8139076, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51458, 301:1:1, allow
07/05-13:52:35.078651, 8139115, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:48664, 301:1:1, allow
07/05-13:52:35.078706, 8139120, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51462, 301:1:1, allow
07/05-13:52:35.080688, 8139141, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51466, 301:1:1, allow
07/05-13:52:35.086673, 8139225, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51476, 301:1:1, allow
07/05-13:52:35.086677, 8139226, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51480, 301:1:1, allow
07/05-13:52:35.091686, 8139295, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51486, 301:1:1, allow
07/05-13:52:35.092650, 8139308, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51490, 301:1:1, allow
07/05-13:52:35.094646, 8139333, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:43652, 301:1:1, allow
07/05-13:52:35.094701, 8139335, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51494, 301:1:1, allow
07/05-13:52:35.095649, 8139352, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51496, 301:1:1, allow
07/05-13:52:35.097684, 8139377, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51498, 301:1:1, allow
07/05-13:52:35.097687, 8139378, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51500, 301:1:1, allow
07/05-13:52:35.102639, 8139436, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51504, 301:1:1, allow
07/05-13:52:35.102680, 8139438, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51506, 301:1:1, allow
07/05-13:52:35.102683, 8139439, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51508, 301:1:1, allow
07/05-13:52:35.103697, 8139453, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51510, 301:1:1, allow
07/05-13:52:35.105664, 8139487, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51512, 301:1:1, allow
07/05-13:52:35.108688, 8139533, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51520, 301:1:1, allow
07/05-13:52:35.122647, 8139714, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51544, 301:1:1, allow
07/05-13:52:35.122682, 8139715, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51546, 301:1:1, allow
07/05-13:52:35.127651, 8139757, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51552, 301:1:1, allow
07/05-13:52:35.127681, 8139763, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51554, 301:1:1, allow
07/05-13:52:35.127730, 8139765, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51556, 301:1:1, allow
07/05-13:52:35.128665, 8139775, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51558, 301:1:1, allow
07/05-13:52:35.134700, 8139856, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51568, 301:1:1, allow
07/05-13:52:35.143709, 8139991, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51584, 301:1:1, allow
07/05-13:52:35.154708, 8140127, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51604, 301:1:1, allow
07/05-13:52:35.155690, 8140146, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51608, 301:1:1, allow
07/05-13:52:35.158685, 8140190, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51614, 301:1:1, allow
07/05-13:52:35.160672, 8140211, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51616, 301:1:1, allow
07/05-13:52:35.162654, 8140242, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49758, 301:1:1, allow
07/05-13:52:35.162668, 8140243, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49760, 301:1:1, allow
07/05-13:52:35.162719, 8140245, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51622, 301:1:1, allow
07/05-13:52:35.167709, 8140306, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51630, 301:1:1, allow
07/05-13:52:35.175659, 8140426, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51646, 301:1:1, allow
07/05-13:52:35.178644, 8140467, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49794, 301:1:1, allow
07/05-13:52:35.178648, 8140471, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49792, 301:1:1, allow
07/05-13:52:35.181656, 8140512, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51656, 301:1:1, allow
07/05-13:52:35.184719, 8140561, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51664, 301:1:1, allow
07/05-13:52:35.196668, 8140711, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51684, 301:1:1, allow
07/05-13:52:35.197675, 8140722, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51688, 301:1:1, allow
07/05-13:52:35.197724, 8140724, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49826, 301:1:1, allow
07/05-13:52:35.200706, 8140768, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51690, 301:1:1, allow
07/05-13:52:35.200707, 8140769, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51692, 301:1:1, allow
07/05-13:52:35.202664, 8140789, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51694, 301:1:1, allow
07/05-13:52:35.202667, 8140790, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51696, 301:1:1, allow
07/05-13:52:35.205652, 8140816, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51700, 301:1:1, allow
07/05-13:52:35.205697, 8140817, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51702, 301:1:1, allow
07/05-13:52:35.208680, 8140849, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51706, 301:1:1, allow
07/05-13:52:35.208683, 8140850, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51708, 301:1:1, allow
07/05-13:52:35.210665, 8140881, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49848, 301:1:1, allow
07/05-13:52:35.210728, 8140885, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51710, 301:1:1, allow
07/05-13:52:35.212708, 8140912, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51718, 301:1:1, allow
07/05-13:52:35.214639, 8140928, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49854, 301:1:1, allow
07/05-13:52:35.216692, 8140963, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51722, 301:1:1, allow
07/05-13:52:35.222692, 8141044, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51732, 301:1:1, allow
07/05-13:52:35.224667, 8141076, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51736, 301:1:1, allow
07/05-13:52:35.226701, 8141108, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49880, 301:1:1, allow
07/05-13:52:35.228699, 8141133, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51744, 301:1:1, allow
07/05-13:52:35.228703, 8141134, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51746, 301:1:1, allow
07/05-13:52:35.231717, 8141181, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51752, 301:1:1, allow
07/05-13:52:35.234651, 8141221, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49892, 301:1:1, allow
07/05-13:52:35.234652, 8141223, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:49890, 301:1:1, allow
07/05-13:52:35.238647, 8141281, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51762, 301:1:1, allow
07/05-13:52:35.238647, 8141282, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51764, 301:1:1, allow
07/05-13:52:35.246725, 8141392, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51778, 301:1:1, allow
07/05-13:52:35.250735, 8141440, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51784, 301:1:1, allow
07/05-13:52:35.251645, 8141455, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51786, 301:1:1, allow
07/05-13:52:35.253709, 8141487, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51790, 301:1:1, allow
07/05-13:52:35.253712, 8141488, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51792, 301:1:1, allow
07/05-13:52:35.254666, 8141500, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:43658, 301:1:1, allow
07/05-13:52:35.256671, 8141530, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51796, 301:1:1, allow
07/05-13:52:35.259675, 8141564, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51802, 301:1:1, allow
07/05-13:52:35.262698, 8141603, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51808, 301:1:1, allow
07/05-13:52:35.263694, 8141613, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51810, 301:1:1, allow
07/05-13:52:35.265726, 8141641, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51814, 301:1:1, allow
07/05-13:52:35.265776, 8141642, TCP, raw, 60, C2S, 172.16.0.1:51812, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:35.266656, 8141648, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51816, 301:1:1, allow
07/05-13:52:35.278709, 8141758, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51836, 301:1:1, allow
07/05-13:52:35.281649, 8141804, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51840, 301:1:1, allow
07/05-13:52:35.281695, 8141805, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51842, 301:1:1, allow
07/05-13:52:35.281696, 8141806, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51844, 301:1:1, allow
07/05-13:52:35.284692, 8141876, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51850, 301:1:1, allow
07/05-13:52:35.284691, 8141877, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51848, 301:1:1, allow
07/05-13:52:35.287694, 8141915, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51854, 301:1:1, allow
07/05-13:52:35.289698, 8141946, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51856, 301:1:1, allow
07/05-13:52:35.289711, 8141947, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51858, 301:1:1, allow
07/05-13:52:35.292702, 8141984, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51864, 301:1:1, allow
07/05-13:52:35.292740, 8141985, TCP, raw, 60, C2S, 172.16.0.1:51862, 192.168.10.50:80, 301:1:1, allow
07/05-13:52:35.294696, 8142003, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51868, 301:1:1, allow
07/05-13:52:35.295679, 8142014, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51870, 301:1:1, allow
07/05-13:52:35.298721, 8142057, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51876, 301:1:1, allow
07/05-13:52:35.301687, 8142089, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51882, 301:1:1, allow
07/05-13:52:35.304713, 8142126, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51888, 301:1:1, allow
07/05-13:52:35.310690, 8142217, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51898, 301:1:1, allow
07/05-13:52:35.311692, 8142227, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51900, 301:1:1, allow
07/05-13:52:35.314652, 8142271, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51906, 301:1:1, allow
07/05-13:52:35.315714, 8142289, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51908, 301:1:1, allow
07/05-13:52:35.317646, 8142312, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51910, 301:1:1, allow
07/05-13:52:35.317755, 8142317, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:51912, 301:1:1, allow
07/05-13:52:35.317797, 8142319, TCP, raw, 60, S2C, 192.168.10.50:80, 172.16.0.1:43664, 301:1:1, allow
